"module name","license","repository"
"is-date-object@1.0.1","MIT","https://github.com/ljharb/is-date-object"
"is-file@1.0.0","MIT","https://github.com/jsdevel/node-is-file"
"is-finite@1.0.1","MIT","https://github.com/sindresorhus/is-finite"
"is-function@1.0.1","MIT","https://github.com/grncdr/js-is-function"
"is-integer@1.0.6","WTFPL","https://github.com/parshap/js-is-integer"
"is-ip@1.0.0","MIT","https://github.com/sindresorhus/is-ip"
"is-my-json-valid@2.12.3","MIT","https://github.com/mafintosh/is-my-json-valid"
"is-property@1.0.2","MIT","https://github.com/mikolalysenko/is-property"
"is-regex@1.0.3","MIT","https://github.com/ljharb/is-regex"
"is-relative@0.1.3","MIT","https://github.com/jonschlinkert/is-relative"
"is-symbol@1.0.1","MIT","https://github.com/ljharb/is-symbol"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"isarray@0.0.1","MIT","https://github.com/juliangruber/isarray"
"isobject@1.0.2","MIT","https://github.com/jonschlinkert/isobject"
"isstream@0.1.2","MIT","https://github.com/rvagg/isstream"
"jodid25519@1.0.2","MIT","https://github.com/meganz/jodid25519"
"js-beautify@1.5.10","MIT","https://github.com/beautify-web/js-beautify"
"js-tokens@1.0.1","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.4.6","MIT","git+https://github.com/nodeca/js-yaml"
"jsbn@0.1.0","BSD","https://github.com/andyperlitch/jsbn"
"jsesc@0.5.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-schema@0.2.2","AFLv2.1,BSD","http://github.com/kriszyp/json-schema"
"json-stable-stringify@1.0.0","MIT","https://github.com/substack/json-stable-stringify"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"json5@0.4.0","MIT","https://github.com/aseemk/json5"
"jsonify@0.0.0","Public Domain","http://github.com/substack/jsonify"
"jsonpointer@2.0.0","MIT","http://github.com/janl/node-jsonpointer"
"jsprim@1.2.2","MIT","https://github.com/davepacheco/node-jsprim"
"junk@1.0.2","MIT","https://github.com/sindresorhus/junk"
"k-bucket@0.4.4","MIT","https://github.com/tristanls/k-bucket"
"kind-of@2.0.1","MIT","https://github.com/jonschlinkert/kind-of"
"lazy-cache@0.2.7","MIT","git+https://github.com/jonschlinkert/lazy-cache"
"lcid@1.0.0","MIT","https://github.com/sindresorhus/lcid"
"left-pad@0.0.3","BSD","https://github.com/azer/left-pad"
"length-prefixed-stream@1.4.0","MIT","https://github.com/mafintosh/length-prefixed-stream"
"level-errors@1.0.4","MIT","https://github.com/level/errors"
"level-live-stream@1.4.11","MIT","https://github.com/dominictarr/level-live-stream"
"level-post@1.0.4","MIT","https://github.com/dominictarr/level-post"
"level-sublevel@6.3.17","MIT","https://github.com/dominictarr/level-sublevel"
"levelup@0.18.6","MIT","https://github.com/rvagg/node-levelup"
"levelup@0.19.0","MIT","https://github.com/rvagg/node-levelup"
"leven@1.0.2","MIT","https://github.com/sindresorhus/leven"
"levn@0.2.5","MIT","https://github.com/gkz/levn"
"lexicographic-integer@1.1.0","MIT","https://github.com/substack/lexicographic-integer"
"line-numbers@0.2.0","MIT","https://github.com/lydell/line-numbers"
"lodash@3.10.1","MIT","https://github.com/lodash/lodash"
"logbase@3.3.2","ISC","https://github.com/mvayngrib/logbase"
"longest@1.0.1","MIT","https://github.com/jonschlinkert/longest"
"looper@2.0.0","MIT","https://github.com/dominictarr/looper"
"lru-cache@3.2.0","ISC","https://github.com/isaacs/node-lru-cache"
"ltgt@1.0.2","MIT","https://github.com/dominictarr/ltgt"
"ltgt@2.0.0","MIT","https://github.com/dominictarr/ltgt"
"magnet-uri@4.2.3","MIT","https://github.com/feross/magnet-uri"
"map-stream@0.0.6","MIT","https://github.com/dominictarr/map-stream"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"memdown@1.1.0","MIT","git+https://github.com/rvagg/node-memdown"
"merge-descriptors@1.0.0","MIT","https://github.com/component/merge-descriptors"
"methods@1.0.1","MIT","https://github.com/visionmedia/node-methods"
"methods@1.1.1","MIT","https://github.com/jshttp/methods"
"mime@1.3.4","MIT","https://github.com/broofa/node-mime"
"mime-db@1.12.0","MIT","https://github.com/jshttp/mime-db"
"mime-db@1.20.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.0.14","MIT","https://github.com/jshttp/mime-types"
"mime-types@2.1.8","MIT","https://github.com/jshttp/mime-types"
"min-document@2.17.0","MIT","https://github.com/Raynos/min-document"
"minimatch@2.0.10","ISC","https://github.com/isaacs/minimatch"
"minimatch@3.0.0","ISC","https://github.com/isaacs/minimatch"
"minimist@0.0.8","MIT","https://github.com/substack/minimist"
"minimist@1.2.0","MIT","https://github.com/substack/minimist"
"mkdirp@0.5.1","MIT","https://github.com/substack/node-mkdirp"
"monotonic-timestamp@0.0.9","MIT","https://github.com/dominictarr/monotonic-timestamp"
"mout@0.11.1","MIT","https://github.com/mout/mout"
"ms@0.7.1","MIT*","https://github.com/guille/ms.js"
"multistream@2.0.2","MIT","https://github.com/feross/multistream"
"mute-stream@0.0.4","BSD","https://github.com/isaacs/mute-stream"
"mutexify@1.1.0","MIT","https://github.com/mafintosh/mutexify"
"negotiator@0.5.3","MIT","https://github.com/jshttp/negotiator"
"nets@3.2.0","ISC","https://github.com/maxogden/nets"
"network-address@1.0.0","MIT","https://github.com/mafintosh/network-address"
"node-uuid@1.4.7","MIT","https://github.com/broofa/node-uuid"
"nopt@3.0.6","ISC","https://github.com/npm/nopt"
"npm-path@1.0.2","MIT","git+https://github.com/timoxley/npm-path"
"npm-run@1.1.1","MIT","https://github.com/timoxley/npm-run"
"number-is-nan@1.0.0","MIT","https://github.com/sindresorhus/number-is-nan"
"oauth-sign@0.8.0","Apache-2.0","https://github.com/mikeal/oauth-sign"
"object-assign@2.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.0.2","MIT","https://github.com/substack/object-inspect"
"object-keys@1.0.9","MIT","https://github.com/ljharb/object-keys"
"object-path@0.6.0","MIT","https://github.com/mariocasciaro/object-path"
"object.omit@1.1.0","MIT","https://github.com/jonschlinkert/object.omit"
"object.pick@1.1.1","MIT","https://github.com/jonschlinkert/object.pick"
"on-finished@2.3.0","MIT","https://github.com/jshttp/on-finished"
"once@1.1.1","BSD","https://github.com/isaacs/once"
"once@1.3.3","ISC","https://github.com/isaacs/once"
"optionator@0.5.0","MIT","https://github.com/gkz/optionator"
"os-homedir@1.0.1","MIT","https://github.com/sindresorhus/os-homedir"
"os-locale@1.4.0","MIT","https://github.com/sindresorhus/os-locale"
"os-shim@0.1.3","MIT","https://github.com/h2non/node-os-shim"
"os-tmpdir@1.0.1","MIT","https://github.com/sindresorhus/os-tmpdir"
"output-file-sync@1.1.1","MIT","https://github.com/shinnn/output-file-sync"
"parse-headers@2.0.1","MIT","https://github.com/kesla/parse-headers"
"parse-torrent@3.0.1","MIT","https://github.com/feross/parse-torrent"
"parse-torrent-file@2.1.4","MIT","https://github.com/feross/parse-torrent-file"
"parseurl@1.3.0","MIT","https://github.com/expressjs/parseurl"
"path-exists@1.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.0","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-to-regexp@0.1.7","MIT","git+https://github.com/component/path-to-regexp"
"piece-length@0.0.0","MIT","https://github.com/michaelrhodes/piece-length"
"pinkie@2.0.1","MIT","https://github.com/floatdrop/pinkie"
"pinkie-promise@2.0.0","MIT","https://github.com/floatdrop/pinkie-promise"
"pkg-config@1.1.0","MIT","git+https://github.com/ahmadnassri/pkg-config"
"pre-commit@1.1.2","MIT","https://github.com/observing/pre-commit"
"prelude-ls@1.1.2","MIT","https://github.com/gkz/prelude-ls"
"private@0.1.6","MIT","https://github.com/benjamn/private"
"process@0.5.2","MIT*","https://github.com/shtylman/node-process"
"process-nextick-args@1.0.6","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"proto-list@1.2.4","ISC","git+https://github.com/isaacs/proto-list"
"protochain@1.0.3","ISC","git+https://github.com/timoxley/protochain"
"proxy-addr@1.0.10","MIT","https://github.com/jshttp/proxy-addr"
"prr@0.0.0","MIT","https://github.com/rvagg/prr"
"pseudomap@1.0.1","ISC","git+https://github.com/isaacs/pseudomap"
"pull-cat@1.1.8","MIT","https://github.com/dominictarr/pull-cat"
"pull-core@1.0.0","MIT","https://github.com/dominictarr/pull-core"
"pull-core@1.1.0","MIT","https://github.com/dominictarr/pull-core"
"pull-level@1.4.1","MIT","https://github.com/dominictarr/pull-level"
"pull-pushable@1.1.4","MIT","https://github.com/dominictarr/pull-pushable"
"pull-stream@2.18.3","MIT","https://github.com/dominictarr/pull-stream"
"pull-stream@2.21.0","MIT","https://github.com/dominictarr/pull-stream"
"pull-stream@2.28.4","MIT","https://github.com/dominictarr/pull-stream"
"pull-stream-to-stream@1.2.6","MIT","https://github.com/dominictarr/pull-stream-to-stream"
"pull-window@2.1.3","MIT","https://github.com/dominictarr/pull-window"
"pump@1.0.1","MIT","https://github.com/mafintosh/pump"
"q@1.4.1","MIT","https://github.com/kriskowal/q"
"qs@2.3.3","BSD","https://github.com/hapijs/qs"
"qs@4.0.0","BSD-3-Clause","https://github.com/hapijs/qs"
"qs@5.2.0","BSD-3-Clause","https://github.com/hapijs/qs"
"randombytes@2.0.1","MIT","https://github.com/crypto-browserify/randombytes"
"range-parser@1.0.3","MIT","https://github.com/jshttp/range-parser"
"re-emitter@1.1.1","MIT","https://github.com/feross/re-emitter"
"readable-stream@1.0.27-1","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@1.0.33","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@1.0.33-1","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@1.1.13","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@2.0.4","MIT","https://github.com/nodejs/readable-stream"
"readline2@0.1.1","MIT","https://github.com/SBoudrias/readline2"
"recast@0.10.33","MIT","https://github.com/benjamn/recast"
"recast@0.10.39","MIT","https://github.com/benjamn/recast"
"reduce-component@1.0.1","Apache, Version 2.0","https://github.com/redventures/reduce"
"regenerate@1.2.1","MIT","https://github.com/mathiasbynens/regenerate"
"regenerator@0.8.40","BSD","https://github.com/facebook/regenerator"
"regexpu@1.3.0","MIT","https://github.com/mathiasbynens/regexpu"
"regjsgen@0.2.0","MIT","https://github.com/d10/regjsgen"
"regjsparser@0.1.5","BSD","https://github.com/jviereck/regjsparser"
"repeat-string@1.5.2","MIT","https://github.com/jonschlinkert/repeat-string"
"repeating@1.1.3","MIT","https://github.com/sindresorhus/repeating"
"request@2.67.0","Apache-2.0","https://github.com/request/request"
"resolve@1.1.6","MIT","https://github.com/substack/node-resolve"
"resumer@0.0.0","MIT","https://github.com/substack/resumer"
"right-align@0.1.3","MIT","https://github.com/jonschlinkert/right-align"
"rimraf@2.4.4","ISC","https://github.com/isaacs/rimraf"
"ripemd160@1.0.1","BSD-3-Clause","https://github.com/crypto-browserify/ripemd160"
"rocambole@0.3.6","MIT","https://github.com/millermedeiros/rocambole"
"rocambole@0.7.0","MIT","git+https://github.com/millermedeiros/rocambole"
"rocambole-indent@2.0.4","MIT","https://github.com/millermedeiros/rocambole-indent"
"rocambole-linebreak@1.0.1","MIT","https://github.com/millermedeiros/rocambole-linebreak"
"rocambole-node@1.0.0","MIT","https://github.com/millermedeiros/rocambole-node"
"rocambole-token@1.2.1","MIT","https://github.com/millermedeiros/rocambole-token"
"rocambole-whitespace@1.0.0","MIT","https://github.com/millermedeiros/rocambole-whitespace"
"run-parallel@1.1.4","MIT","https://github.com/feross/run-parallel"
"rusha@0.8.3","MIT","https://github.com/srijs/rusha"
"rx@2.5.3","Apache-2.0","https://github.com/Reactive-Extensions/RxJS"
"safecb@0.0.1","MIT","https://github.com/mvayngrib/safecb"
"semver@2.3.2","BSD","https://github.com/isaacs/node-semver"
"semver@4.3.6","ISC","https://github.com/npm/node-semver"
"send@0.13.0","MIT","https://github.com/pillarjs/send"
"serializerr@1.0.2","ISC","git+https://github.com/timoxley/serializerr"
"serve-static@1.10.0","MIT","https://github.com/expressjs/serve-static"
"sha.js@2.4.4","MIT","https://github.com/crypto-browserify/sha.js"
"shebang-regex@1.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"simple-fmt@0.1.0","MIT","https://github.com/olov/simple-fmt"
"simple-get@1.4.3","MIT","https://github.com/feross/simple-get"
"simple-is@0.2.0","MIT","https://github.com/olov/simple-is"
"simple-sha1@2.0.7","MIT","https://github.com/michaelrhodes/simple-sha1"
"slash@1.0.0","MIT","https://github.com/sindresorhus/slash"
"sntp@1.0.9","BSD","https://github.com/hueniverse/sntp"
"sock-plex@1.0.2","MIT","git+https://github.com/mvayngrib/sock-plex"
"sort-by@1.1.1","MIT","https://github.com/kvnneff/sort-by"
"source-map@0.1.32","BSD","http://github.com/mozilla/source-map"
"source-map@0.5.3","BSD-3-Clause","http://github.com/mozilla/source-map"
"source-map-support@0.2.10","MIT","https://github.com/evanw/node-source-map-support"
"spawn-sync@1.0.13","MIT","https://github.com/ForbesLindesay/spawn-sync"
"sprintf-js@1.0.3","BSD-3-Clause","git+https://github.com/alexei/sprintf.js"
"sshpk@1.7.1","MIT","git+https://github.com/arekinath/node-sshpk"
"stable@0.1.5","MIT","https://github.com/Two-Screen/stable"
"standard@4.5.4","MIT","https://github.com/feross/standard"
"standard-format@1.6.10","BSD-2-Clause","git+https://github.com/maxogden/standard-format"
"statuses@1.2.1","MIT","https://github.com/jshttp/statuses"
"stdin@0.0.1","MIT*",""
"stream-collector@1.0.1","MIT","https://github.com/mafintosh/stream-collector"
"stream-combiner2@1.0.2","MIT","https://github.com/substack/stream-combiner2"
"stream-to-pull-stream@1.6.6","MIT","https://github.com/dominictarr/stream-to-pull-stream"
"string-range@1.2.2","MIT","https://github.com/dominictarr/string-range"
"string-template@0.2.1","MIT","https://github.com/Matt-Esch/string-template"
"string.prototype.endswith@0.2.0","MIT","https://github.com/mathiasbynens/String.prototype.endsWith"
"string.prototype.trim@1.1.1","MIT","https://github.com/es-shims/String.prototype.trim"
"string2compact@1.2.2","MIT","https://github.com/feross/string2compact"
"string_decoder@0.10.31","MIT","https://github.com/rvagg/string_decoder"
"stringmap@0.2.2","MIT","https://github.com/olov/stringmap"
"stringset@0.2.1","MIT","https://github.com/olov/stringset"
"stringstream@0.0.5","MIT","https://github.com/mhart/StringStream"
"strip-ansi@2.0.1","MIT","https://github.com/sindresorhus/strip-ansi"
"strip-ansi@3.0.0","MIT","https://github.com/sindresorhus/strip-ansi"
"strip-json-comments@0.1.3","MIT","https://github.com/sindresorhus/strip-json-comments"
"strip-json-comments@1.0.4","MIT","https://github.com/sindresorhus/strip-json-comments"
"superagent@1.5.0","MIT","https://github.com/visionmedia/superagent"
"supports-color@1.3.1","MIT","https://github.com/sindresorhus/supports-color"
"supports-color@2.0.0","MIT","https://github.com/chalk/supports-color"
"sync-exec@0.5.0","GNU GPLv2","https://github.com/gvarsanyi/sync-exec"
"tape@4.2.2","MIT","https://github.com/substack/tape"
"tape-extra@1.0.0","ISC",""
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"thirty-two@0.0.2","MIT*","https://github.com/chrisumbel/thirty-two"
"throttleme@1.0.3","ISC","https://github.com/mvayngrib/throttleme"
"through@2.3.8","MIT","https://github.com/dominictarr/through"
"through2@0.5.1","MIT","https://github.com/rvagg/through2"
"through2@0.6.5","MIT","https://github.com/rvagg/through2"
"thunky@0.1.0","MIT*","https://github.com/mafintosh/thunky"
"tim@2.0.0","ISC","https://github.com/tradle/tim"
"time-method@2.0.0","ISC","https://github.com/mvayngrib/time-method"
"to-fast-properties@1.0.1","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-utf8@0.0.1","MIT","https://github.com/chrisdickinson/to-utf8"
"tough-cookie@2.2.1","BSD-3-Clause","https://github.com/SalesforceEng/tough-cookie"
"trim@0.0.1","MIT*",""
"trim-right@1.0.1","MIT","https://github.com/sindresorhus/trim-right"
"try-resolve@1.0.1","MIT","https://github.com/sebmck/try-resolve"
"tryor@0.1.2","MIT","https://github.com/olov/tryor"
"tunnel-agent@0.4.2","Apache-2.0","git+https://github.com/mikeal/tunnel-agent"
"tweetnacl@0.13.2","CC0-1.0","https://github.com/dchest/tweetnacl-js"
"type-check@0.3.1","MIT","https://github.com/gkz/type-check"
"type-is@1.6.10","MIT","https://github.com/jshttp/type-is"
"typedarray@0.0.6","MIT","https://github.com/substack/typedarray"
"typedarray-to-buffer@3.0.4","MIT","https://github.com/feross/typedarray-to-buffer"
"typeforce@1.6.1","MIT","https://github.com/dcousens/typeforce"
"typewiselite@1.0.0","MIT","https://github.com/dominictarr/typewiselite"
"uniq@1.0.1","MIT","https://github.com/mikolalysenko/uniq"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unzip-response@1.0.0","MIT","https://github.com/sindresorhus/unzip-response"
"user-home@1.1.1","MIT","https://github.com/sindresorhus/user-home"
"user-home@2.0.0","MIT","https://github.com/sindresorhus/user-home"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"utils-merge@1.0.0","MIT","https://github.com/jaredhanson/utils-merge"
"varint@4.0.0","MIT","https://github.com/chrisdickinson/varint"
"vary@1.0.1","MIT","https://github.com/jshttp/vary"
"verror@1.3.6","MIT*","https://github.com/davepacheco/node-verror"
"which@1.1.2","ISC","https://github.com/isaacs/node-which"
"which@1.2.0","ISC","https://github.com/isaacs/node-which"
"window-size@0.1.4","MIT","https://github.com/jonschlinkert/window-size"
"wordwrap@0.0.2","MIT/X11","https://github.com/substack/node-wordwrap"
"wordwrap@0.0.3","MIT","https://github.com/substack/node-wordwrap"
"wrappy@1.0.1","ISC","https://github.com/npm/wrappy"
"xhr@2.2.0","MIT","https://github.com/Raynos/xhr"
"xml-escape@1.0.0","MIT License","https://github.com/miketheprogrammer/xml-escape"
"xtend@3.0.0","MIT","https://github.com/Raynos/xtend"
"xtend@4.0.1","MIT","https://github.com/Raynos/xtend"
"y18n@3.2.0","ISC","https://github.com/bcoe/y18n"
"yargs@3.27.0","MIT","http://github.com/bcoe/yargs"
"zlorp@2.0.1","MIT","https://github.com/tradle/zlorp"
